name,league,club,country,position,price,rating,base_stats,total_stats,popularity,weight,height,pace,shooting,dribling,defending,physicality,weak_foot,skills,card_type
Neymar Jr,Ligue 1 Conforama,Paris SG,Brazil,LW,545K ,91,451,2209,13963,68,175,91,85,86,94,36,5,5,Rare
Jan Oblak,LaLiga Santander,Atlético de Madrid,Slovenia,GK,93K ,91,487,1044,1227,87,188,87,92,78,90,50,3,1,Rare
Philipp Lahm,Icons,FUT 21 ICONS,Germany,RB,759K ,91,496,2401,476,65,170,87,72,87,87,90,3,3,Icon
Fernando Torres,Icons,FUT 21 ICONS,Spain,ST,1.3M ,91,473,2264,1232,78,186,93,90,79,88,45,4,4,Icon
Bastian Schweinsteiger,Icons,FUT 21 ICONS,Germany,CM,795K ,91,509,2480,846,79,183,76,86,89,86,86,3,3,Icon
Petr Cech,Icons,FUT 21 ICONS,Czech Republic,GK,450K ,91,495,1164,258,90,196,89,88,80,91,55,3,1,Icon
Jan Oblak,LaLiga Santander,Atlético de Madrid,Slovenia,GK,92.5K ,91,487,1044,107,87,188,87,92,78,90,50,3,1,CL
Neymar Jr,Ligue 1 Conforama,Paris SG,Brazil,LW,550K ,91,451,2209,1123,68,175,91,85,86,94,36,5,5,CL
Kevin De Bruyne,Premier League,Manchester City,Belgium,CAM,95K ,91,485,2337,223,70,181,76,86,93,88,64,5,4,CL
Robert Lewandowski,Bundesliga,FC Bayern,Poland,ST,90.5K ,91,458,2232,138,80,184,78,91,78,86,43,4,4,CL
Harry Kane,Premier League,Spurs,England,ST,1.08M ,91,483,2320,3073,89,188,91,87,85,85,49,4,3,Halloween
Eden Hazard,LaLiga Santander,Real Madrid,Belgium,LW,1.19M ,91,470,2269,1203,74,175,91,88,87,95,38,4,4,UCL Live
Sadio Mané,Premier League,Liverpool,Senegal,LW,438K ,91,477,2271,1930,69,175,95,86,82,91,45,4,4,IF
Kylian Mbappé,Ligue 1 Conforama,Paris SG,France,ST,2.53M ,91,474,2234,-548,73,178,96,90,79,92,40,4,5,Record Breaker
Virgil van Dijk,Premier League,Liverpool,Netherlands,CB,879K ,91,468,2208,-293,92,193,77,60,80,72,92,3,2,Record Breaker
Mohamed Salah,Premier League,Liverpool,Egypt,RW,599K ,91,478,2278,1212,71,175,94,87,83,92,46,3,4,IF
Bruno Fernandes,Premier League,Manchester Utd,Portugal,CAM,1.14M ,91,508,2487,364,69,179,81,91,92,91,73,4,4,PL POTM SBC
Karim Benzema,LaLiga Santander,Real Madrid,France,CF,127K ,91,459,2239,549,81,185,77,88,85,89,42,4,4,SIF
Bruno Fernandes,Premier League,Manchester Utd,Portugal,CAM,1.65M ,91,508,2485,1088,69,179,82,90,92,91,73,4,4,Headliners
Joshua Kimmich,Bundesliga,FC Bayern,Germany,CDM,315K ,91,499,2419,1509,73,176,75,77,90,88,85,4,3,SIF
Luis Suárez,LaLiga Santander,Atlético de Madrid,Uruguay,ST,0 ,91,494,2408,10491,86,182,79,94,88,91,55,4,4,Player Moments
Paulo Dybala,Serie A TIM,Piemonte Calcio,Argentina,CF,216.15K ,91,475,2330,15500,75,177,89,88,92,94,45,3,4,Player Moments SBC
Andrew Robertson,Premier League,Liverpool,Scotland,LB,423K ,91,494,2302,1061,64,178,90,66,85,86,87,2,3,TOTY Honourable Ment
Ciro Immobile,Serie A TIM,Lazio,Italy,ST,239K ,91,470,2258,1044,85,185,88,93,76,89,43,4,3,TOTY Honourable Ment
Giovanni Reyna,Bundesliga,Dortmund,United States,CAM,835K ,91,487,2350,1918,79,185,90,89,92,91,44,4,4,FUT Future Stars
Camavinga,Ligue 1 Conforama,Rennes,France,CM,1.63M ,91,525,2506,3429,68,182,86,84,91,90,87,3,3,FUT Future Stars
Giovanni Reyna,Bundesliga,Dortmund,United States,RM,759K ,91,472,2269,76,79,185,92,88,91,92,35,3,4,FUT Future Stars
Henrik Larsson,Icons,FUT 21 ICONS,Sweden,ST,868K ,91,477,2350,252,76,178,92,90,84,87,49,4,3,Icon Moment
Filippo Inzaghi,Icons,FUT 21 ICONS,Italy,ST,410K ,91,436,2165,-273,75,181,82,95,71,84,37,3,3,Icon Moment
Michael Essien,Icons,FUT 21 ICONS,Ghana,CDM,2.73M ,91,520,2458,671,80,177,88,84,82,84,91,4,3,Icon Moment
Juan Sebastián Verón,Icons,FUT 21 ICONS,Argentina,CM,843K ,91,511,2471,363,80,186,79,87,92,87,79,4,3,Icon Moment
Jay-Jay Okocha,Icons,FUT 21 ICONS,Nigeria,CAM,1.14M ,91,465,2270,752,70,173,89,88,86,95,45,4,5,Icon Moment
Nemanja Vidić,Icons,FUT 21 ICONS,Serbia,CB,1.5M ,91,451,2140,802,84,190,80,51,64,66,95,3,2,Icon Moment
Luis Hernández,Icons,FUT 21 ICONS,Mexico,ST,1.06M ,91,473,2316,312,69,175,94,90,76,91,49,3,4,Icon Moment
Hernán Crespo,Icons,FUT 21 ICONS,Argentina,ST,1.36M ,91,466,2246,357,78,184,91,94,74,92,39,4,4,Icon Moment
Davor Šuker,Icons,FUT 21 ICONS,Croatia,ST,980K ,91,483,2355,472,78,183,87,95,83,92,46,4,4,Icon Moment
Marc Overmars,Icons,FUT 21 ICONS,Netherlands,LM,915K ,91,476,2254,1227,72,173,97,86,83,92,48,5,3,Icon Moment
Anderson Luís de Souza,Icons,FUT 21 ICONS,Portugal,CM,527K ,91,479,2319,2501,73,174,85,87,92,92,52,3,4,Icon Moment
N'Golo Kanté,Premier League,Chelsea,France,CDM,2.34M ,91,493,2315,1275,70,168,81,72,80,84,89,3,3,What If
Gianfranco Zola,Icons,FUT 21 ICONS,Italy,CF,1.44M ,91,474,2299,250,67,168,88,94,90,94,44,4,4,Icon Moment
Frank Rijkaard,Icons,FUT 21 ICONS,Netherlands,CDM,1.03M ,91,507,2396,120,85,187,79,78,87,82,92,4,3,Icon Moment
Rio Ferdinand,Icons,FUT 21 ICONS,England,CB,3.16M ,91,455,2116,349,87,189,86,50,69,67,93,3,3,Icon Moment
Rui Manuel César Costa,Icons,FUT 21 ICONS,Portugal,CAM,850K ,91,484,2338,203,74,180,88,88,90,90,46,4,4,Icon Moment
Kylian Mbappé,Ligue 1 Conforama,Paris SG,France,LW,2M ,91,474,2231,881,73,178,97,88,80,92,40,4,5,CL MOTM
Jari Litmanen,Icons,FUT 21 ICONS,Finland,CAM,417K ,91,451,2203,137,76,181,84,92,85,88,37,4,3,Icon Moment
Emmanuel Petit,Icons,FUT 21 ICONS,France,CDM,1.5M ,91,507,2431,166,79,185,78,81,86,81,89,3,3,Icon Moment
Christian Vieri,Icons,FUT 21 ICONS,Italy,ST,445K ,91,466,2235,0,80,185,85,92,76,85,41,4,3,Icon Moment
Claude Makélélé,Icons,FUT 21 ICONS,France,CDM,1.77M ,91,476,2204,225,70,174,82,52,81,81,90,3,3,Icon Moment
Roy Keane,Icons,FUT 21 ICONS,Republic of Ireland,CM,1.08M ,91,509,2426,407,76,180,77,83,86,83,89,3,2,Icon Moment
Frank Lampard,Icons,FUT 21 ICONS,England,CM,810K ,91,505,2435,186,89,184,77,95,89,87,74,4,3,Icon Moment
Pep Guardiola,Icons,FUT 21 ICONS,Spain,CDM,1.04M ,91,495,2375,243,73,180,80,67,90,83,90,3,3,Icon Moment
Joe Hart,Premier League,Spurs,England,GK,136.95K ,91,508,964,5218,91,196,86,89,80,93,70,3,1,Flashback SBC
Casemiro,LaLiga Santander,Real Madrid,Brazil,CDM,104K ,91,481,2317,35,84,185,69,76,79,76,88,3,2,SIF
Roy Keane,Icons,FUT 21 ICONS,Republic of Ireland,CM,269K ,90,485,2327,568,76,180,72,71,85,81,87,3,2,Icon
Jay-Jay Okocha,Icons,FUT 21 ICONS,Nigeria,CAM,420K ,90,448,2182,1294,70,173,87,83,84,94,40,4,5,Icon
Rui Manuel César Costa,Icons,FUT 21 ICONS,Portugal,CAM,272K ,90,466,2257,110,74,180,86,81,88,88,44,4,4,Icon
Alessandro Del Piero,Icons,FUT 21 ICONS,Italy,CF,557K ,90,463,2235,504,74,174,85,90,85,92,42,5,4,Icon
Filippo Inzaghi,Icons,FUT 21 ICONS,Italy,ST,143K ,90,423,2106,-75,74,181,79,91,69,83,36,3,3,Icon
Gianfranco Zola,Icons,FUT 21 ICONS,Italy,CF,473K ,90,462,2228,168,67,168,86,91,88,91,43,4,4,Icon
Emmanuel Petit,Icons,FUT 21 ICONS,France,CDM,737K ,90,492,2356,215,79,185,77,79,82,78,87,3,3,Icon
Claude Makélélé,Icons,FUT 21 ICONS,France,CDM,899K ,90,465,2142,280,70,174,80,50,79,80,88,3,3,Icon
Dennis Bergkamp,Icons,FUT 21 ICONS,Netherlands,CAM,300K ,90,453,2186,558,78,183,85,89,83,88,35,4,4,Icon
Frank Lampard,Icons,FUT 21 ICONS,England,CM,293K ,90,490,2361,125,89,184,74,90,88,84,73,4,3,Icon
Jari Litmanen,Icons,FUT 21 ICONS,Finland,CAM,159K ,90,439,2142,82,76,181,82,89,84,84,36,4,3,Icon
Rio Ferdinand,Icons,FUT 21 ICONS,England,CB,1.72M ,90,441,2052,289,87,189,83,49,67,65,91,3,3,Icon
Hernán Crespo,Icons,FUT 21 ICONS,Argentina,ST,500K ,90,451,2179,334,78,184,89,90,72,89,38,4,4,Icon
Michael Essien,Icons,FUT 21 ICONS,Ghana,CDM,1.54M ,90,504,2377,412,80,177,85,76,81,82,90,4,3,Icon
Anderson Luís de Souza,Icons,FUT 21 ICONS,Portugal,CM,205K ,90,464,2234,74,73,174,83,79,91,90,51,3,4,Icon
Luis Hernández,Icons,FUT 21 ICONS,Mexico,ST,470K ,90,461,2248,216,69,175,92,88,74,89,48,3,4,Icon
Peter Schmeichel,Icons,FUT 21 ICONS,Denmark,GK,270K ,90,487,1242,91,92,193,89,84,85,93,50,3,1,Icon
Frank Rijkaard,Icons,FUT 21 ICONS,Netherlands,CDM,520K ,90,493,2318,556,85,187,77,76,83,80,90,4,3,Icon
Ronaldo,Icons,FUT 21 ICONS,Brazil,ST,2.59M ,90,466,2200,1160,75,183,94,90,77,91,42,4,4,Icon
Thierry Henry,Icons,FUT 21 ICONS,France,LW,660K ,90,478,2278,447,83,188,90,88,85,87,51,4,4,Icon
Carles Puyol Saforcada,Icons,FUT 21 ICONS,Spain,CB,300K ,90,425,2010,249,80,178,72,45,66,58,93,3,2,Icon
Ruud Gullit,Icons,FUT 21 ICONS,Netherlands,CM,5.53M ,90,518,2488,1513,88,191,88,88,88,87,80,5,4,Icon
George Best,Icons,FUT 21 ICONS,Northern Ireland,RW,1.2M ,90,483,2347,530,68,175,90,90,83,93,57,4,4,Icon
Marc Overmars,Icons,FUT 21 ICONS,Netherlands,LM,347K ,90,461,2186,150,72,173,95,82,81,89,47,5,3,Icon
Alessandro Nesta,Icons,FUT 21 ICONS,Italy,CB,227K ,90,416,1902,123,78,187,71,41,62,66,91,3,2,Icon
Luís Figo,Icons,FUT 21 ICONS,Portugal,RW,630K ,90,473,2245,-104,75,180,90,86,88,91,40,4,4,Icon
Henrik Larsson,Icons,FUT 21 ICONS,Sweden,ST,380K ,90,461,2274,310,75,178,90,89,76,85,48,4,3,Icon
Christian Vieri,Icons,FUT 21 ICONS,Italy,ST,165K ,90,455,2164,29,80,185,83,91,74,83,40,4,3,Icon
Ruud van Nistelrooy,Icons,FUT 21 ICONS,Netherlands,ST,150K ,90,442,2127,69,80,188,82,88,72,82,38,3,3,Icon
Hristo Stoichkov,Icons,FUT 21 ICONS,Bulgaria,LW,468K ,90,489,2359,617,73,178,90,90,87,90,48,3,4,Icon
Emilio Butragueño,Icons,FUT 21 ICONS,Spain,ST,980K ,90,464,2244,551,68,168,92,88,81,91,42,5,3,Icon
Rivaldo,Icons,FUT 21 ICONS,Brazil,CF,399K ,90,472,2290,294,76,186,85,90,87,90,43,2,4,Icon
Juan Sebastián Verón,Icons,FUT 21 ICONS,Argentina,CM,367K ,90,498,2409,232,80,186,76,85,90,85,77,4,3,Icon
Pep Guardiola,Icons,FUT 21 ICONS,Spain,CDM,409K ,90,483,2322,172,73,180,78,65,88,81,88,3,3,Icon
Carlos Alberto Torres,Icons,FUT 21 ICONS,Brazil,RB,825K ,90,487,2266,428,75,180,90,63,80,83,87,4,3,Icon
Garrincha,Icons,FUT 21 ICONS,Brazil,RW,1.42M ,90,462,2225,556,70,169,90,83,88,93,41,4,5,Icon
Andrea Pirlo,Icons,FUT 21 ICONS,Italy,CM,297K ,90,470,2311,308,66,177,75,79,93,90,68,4,5,Icon
Kenny Dalglish,Icons,FUT 21 ICONS,Scotland,CF,1.05M ,90,458,2251,609,73,173,87,90,79,89,42,5,4,Icon
Virgil van Dijk,Premier League,Liverpool,Netherlands,CB,115K ,90,456,2144,4102,92,193,76,60,71,72,91,3,2,Rare
Mohamed Salah,Premier League,Liverpool,Egypt,RW,112K ,90,470,2237,4276,71,175,93,86,81,90,45,3,4,Rare
Sadio Mané,Premier League,Liverpool,Senegal,LW,98.5K ,90,469,2231,5959,69,175,94,85,80,90,44,4,4,Rare
Alisson,Premier League,Liverpool,Brazil,GK,80K ,90,491,1015,1675,91,191,86,88,85,89,52,3,1,Rare
Kylian Mbappé,Ligue 1 Conforama,Paris SG,France,ST,694K ,90,466,2189,11264,73,178,96,86,78,91,39,4,5,Rare
ter Stegen,LaLiga Santander,FC Barcelona,Germany,GK,80K ,90,482,1073,1658,85,187,88,85,88,90,43,4,1,Rare
Éric Cantona,Icons,FUT 21 ICONS,France,CF,1.34M ,90,499,2440,815,89,188,85,90,89,91,54,4,5,Icon
Samuel Eto'o,Icons,FUT 21 ICONS,Cameroon,ST,1.89M ,90,486,2351,953,75,179,91,91,82,88,53,4,4,Icon
Xavier Hernández,Icons,FUT 21 ICONS,Spain,CM,393K ,90,470,2288,503,67,170,77,74,93,92,66,3,4,Icon
Davor Šuker,Icons,FUT 21 ICONS,Croatia,ST,395K ,90,471,2305,403,78,183,85,91,82,91,45,4,4,Icon
Nemanja Vidić,Icons,FUT 21 ICONS,Serbia,CB,611K ,90,438,2068,545,84,190,78,50,62,64,93,3,2,Icon
Thibaut Courtois,LaLiga Santander,Real Madrid,Belgium,GK,174K ,90,474,972,887,96,199,86,90,75,90,47,3,1,IF
Sergio Ramos,LaLiga Santander,Real Madrid,Spain,CB,162K ,90,472,2329,1218,82,184,72,71,77,76,90,3,3,IF
ter Stegen,LaLiga Santander,FC Barcelona,Germany,GK,80K ,90,482,1073,127,85,187,88,85,88,90,43,4,1,CL
Alisson,Premier League,Liverpool,Brazil,GK,80K ,90,491,1015,128,91,191,86,88,85,89,52,3,1,CL
Sadio Mané,Premier League,Liverpool,Senegal,LW,100K ,90,469,2231,343,69,175,94,85,80,90,44,4,4,CL
Virgil van Dijk,Premier League,Liverpool,Netherlands,CB,125K ,90,456,2144,221,92,193,76,60,71,72,91,3,2,CL
Mohamed Salah,Premier League,Liverpool,Egypt,RW,119K ,90,470,2237,218,71,175,93,86,81,90,45,3,4,CL
Kylian Mbappé,Ligue 1 Conforama,Paris SG,France,ST,690K ,90,466,2189,785,73,178,96,86,78,91,39,4,5,CL
Karim Benzema,LaLiga Santander,Real Madrid,France,CF,105K ,90,451,2197,559,81,185,76,86,83,88,41,4,4,IF
Aubameyang,Premier League,Arsenal,Gabon,ST,1.27M ,90,466,2237,1540,80,187,96,89,81,87,41,4,4,UEL Live
Kalidou Koulibaly,Serie A TIM,Napoli,Senegal,CB,304K ,90,418,1853,1086,89,187,77,30,60,72,91,3,2,UEL Live
Manuel Neuer,Bundesliga,FC Bayern,Germany,GK,189K ,90,504,1147,993,92,193,89,88,92,90,57,4,1,IF
Kylian Mbappé,Ligue 1 Conforama,Paris SG,France,ST,0 ,90,466,2189,-2045,73,178,96,86,78,91,39,4,5,
Bruno Fernandes,Premier League,Manchester Utd,Portugal,CAM,775K ,90,500,2448,1750,69,179,80,89,91,90,72,4,4,TOTGS
Joshua Kimmich,Bundesliga,FC Bayern,Germany,CM,156K ,90,490,2376,1131,73,176,73,75,88,87,84,4,3,TOTGS
Casemiro,LaLiga Santander,Real Madrid,Brazil,CB,318K ,90,476,2251,2526,84,185,78,65,77,74,90,3,2,FUT Freeze
Erling Haaland,Bundesliga,Dortmund,Norway,ST,364.85K ,90,481,2273,4530,88,194,90,94,72,85,49,3,3,Bundes POTM SBC
Casemiro,LaLiga Santander,Real Madrid,Brazil,CDM,93K ,90,473,2280,24,84,185,67,75,77,75,87,3,2,IF
Sergej Milinkovic-Savic,Serie A TIM,Lazio,Serbia,CM,181.4K ,90,516,2460,2693,76,191,76,87,88,89,86,4,4,Headliners SBC
Erling Haaland,Bundesliga,Dortmund,Norway,ST,668K ,90,475,2284,951,88,194,90,94,73,86,49,3,3,Headliners
Ribéry,Serie A TIM,Fiorentina,France,LW,1.53M ,90,457,2208,-4812,72,170,90,84,88,92,40,5,5,Flashback SBC
Jérôme Boateng,Bundesliga,FC Bayern,Germany,CB,255.65K ,90,476,2247,8489,90,192,80,55,81,79,91,4,2,Player Moments SBC
Raheem Sterling,Premier League,Manchester City,England,LW,430K ,90,471,2206,1267,69,170,95,85,83,92,47,3,4,IF
Bukayo Saka,Premier League,Arsenal,England,RM,1.74M ,90,513,2434,2819,65,178,96,86,89,92,70,4,4,FUT Future Stars
John Barnes,Icons,FUT 21 ICONS,England,LW,700K ,90,497,2353,194,76,182,92,88,89,93,48,4,4,Icon Moment
Samir Handanovic,Serie A TIM,Inter,Slovenia,GK,145K ,90,493,966,286,92,193,91,89,76,91,55,3,1,SIF
Jadon Sancho,Bundesliga,Dortmund,England,RM,1.22M ,90,462,2156,852,76,180,89,85,84,93,40,3,5,What If
Alejandro Gómez,LaLiga Santander,Sevilla FC,Argentina,CAM,870K ,90,470,2282,1139,68,167,94,86,89,92,43,4,4,What If
Marcelo,Ligue 1 Conforama,OL,Brazil,CB,83K ,90,456,2192,1592,85,191,77,59,71,76,91,2,2,What If
Chris Smalling,Serie A TIM,Roma FC,England,CB,696K ,90,458,2164,2389,81,194,83,56,72,76,91,3,2,What If
Ashley Cole,Icons,FUT 21 ICONS,England,LB,990K ,90,508,2433,186,66,176,91,74,84,87,90,2,4,Icon Moment
Gennaro Gattuso,Icons,FUT 21 ICONS,Italy,CDM,629K ,90,478,2232,200,77,177,77,67,75,75,93,3,2,Icon Moment
Sol Campbell,Icons,FUT 21 ICONS,England,CB,1.4M ,90,433,1968,434,90,188,83,47,61,55,93,3,2,Icon Moment
Ian Wright,Icons,FUT 21 ICONS,England,ST,785K ,90,461,2214,989,73,175,91,93,72,84,42,4,3,Icon Moment
Gianluca Zambrotta,Icons,FUT 21 ICONS,Italy,RB,1.5M ,90,523,2474,322,76,181,92,80,86,87,90,5,4,Icon Moment
Harry Kane,Premier League,Spurs,England,ST,94.5K ,90,466,2283,181,89,188,72,93,84,83,49,4,3,SIF
Eusébio,Icons,FUT 21 ICONS,Portugal,CF,4.65M ,89,479,2325,1417,76,175,95,91,82,90,43,5,4,Icon
Lev Yashin,Icons,FUT 21 ICONS,Russia,GK,300K ,89,494,1269,203,82,189,91,86,72,92,64,3,1,Icon
Laurent Blanc,Icons,FUT 21 ICONS,France,CB,637K ,89,471,2249,669,82,192,79,68,70,79,90,3,2,Icon
Ronaldinho,Icons,FUT 21 ICONS,Brazil,CAM,1.37M ,89,458,2217,839,79,180,80,85,88,90,38,4,5,Icon
Marco van Basten,Icons,FUT 21 ICONS,Netherlands,ST,209K ,89,443,2150,341,77,188,83,91,72,86,35,4,3,Icon
Gheorghe Hagi,Icons,FUT 21 ICONS,Romania,CAM,261K ,89,455,2233,614,68,172,85,87,89,89,40,4,4,Icon
Michael Laudrup,Icons,FUT 21 ICONS,Denmark,LW,137K ,89,436,2120,29,78,183,82,77,89,90,36,4,4,Icon
Edwin van der Sar,Icons,FUT 21 ICONS,Netherlands,GK,469K ,89,482,971,280,83,197,87,86,83,90,47,3,1,Icon
Fabio Cannavaro,Icons,FUT 21 ICONS,Italy,CB,350K ,89,423,2012,284,75,176,76,44,62,67,92,3,2,Icon
Fernando Hierro Ruiz,Icons,FUT 21 ICONS,Spain,CB,194K ,89,456,2244,154,85,187,71,66,75,70,90,3,2,Icon
Ryan Giggs,Icons,FUT 21 ICONS,Wales,LM,139K ,89,453,2219,-73,71,179,84,80,90,88,47,2,3,Icon
Gary Lineker,Icons,FUT 21 ICONS,England,ST,209K ,89,445,2129,263,73,177,89,90,70,84,38,4,3,Icon
Bobby Moore,Icons,FUT 21 ICONS,England,CB,164K ,89,456,2264,-26,73,178,66,60,81,75,91,3,2,Icon
Paul Scholes,Icons,FUT 21 ICONS,England,CM,152K ,89,471,2329,158,72,171,71,86,89,81,64,3,3,Icon
Alan Shearer,Icons,FUT 21 ICONS,England,ST,145K ,89,459,2237,84,76,182,84,90,75,78,48,3,2,Icon
Pavel Nedvěd,Icons,FUT 21 ICONS,Czech Republic,LM,302K ,89,482,2312,586,71,177,88,86,88,88,52,5,4,Icon
Miroslav Klose,Icons,FUT 21 ICONS,Germany,ST,145K ,89,446,2172,181,81,184,83,87,75,81,42,4,3,Icon
Sócrates,Icons,FUT 21 ICONS,Brazil,CAM,399K ,89,475,2295,398,79,192,82,88,88,88,46,5,4,Icon
Johan Cruyff,Icons,FUT 21 ICONS,Netherlands,CF,3.15M ,89,466,2235,1377,66,180,92,87,85,92,40,5,5,Icon
David Trezeguet,Icons,FUT 21 ICONS,France,ST,157K ,89,439,2068,92,75,187,82,90,68,80,43,4,4,Icon
Steven Gerrard,Icons,FUT 21 ICONS,England,CM,450K ,89,493,2385,584,80,183,80,86,88,84,75,3,3,Icon
Sol Campbell,Icons,FUT 21 ICONS,England,CB,670K ,89,419,1891,217,90,188,80,45,60,54,90,3,2,Icon
Gennaro Gattuso,Icons,FUT 21 ICONS,Italy,CDM,249K ,89,463,2167,95,77,177,73,65,72,73,91,3,2,Icon
Roberto Baggio,Icons,FUT 21 ICONS,Italy,CF,280K ,89,447,2176,368,74,174,82,83,90,90,41,4,5,Icon
Michael Ballack,Icons,FUT 21 ICONS,Germany,CM,434K ,89,501,2411,463,85,188,78,87,88,82,78,4,4,Icon
Kaká,Icons,FUT 21 ICONS,Brazil,CAM,511K ,89,457,2172,382,79,186,85,82,87,90,43,4,5,Icon
John Barnes,Icons,FUT 21 ICONS,England,LW,300K ,89,483,2278,312,76,182,90,87,85,91,45,4,4,Icon
Hugo Sánchez,Icons,FUT 21 ICONS,Mexico,ST,321K ,89,456,2210,288,73,176,90,88,78,89,41,3,3,Icon
Didier Drogba,Icons,FUT 21 ICONS,Côte d'Ivoire,ST,425K ,89,464,2226,296,91,189,85,90,75,80,46,4,4,Icon
Ian Rush,Icons,FUT 21 ICONS,Wales,ST,149K ,89,454,2204,230,79,180,83,90,72,85,44,4,3,Icon
Ian Wright,Icons,FUT 21 ICONS,England,ST,226K ,89,449,2154,116,73,175,89,90,70,82,41,4,3,Icon
Gianluca Zambrotta,Icons,FUT 21 ICONS,Italy,RB,713K ,89,505,2396,226,76,181,90,72,84,85,88,5,4,Icon
Riquelme,Icons,FUT 21 ICONS,Argentina,CAM,169K ,89,433,2151,40,79,183,68,83,91,92,32,4,5,Icon
Sergio Agüero,Premier League,Manchester City,Argentina,ST,64.5K ,89,439,2150,2083,70,173,78,90,77,88,33,4,4,Rare
Sergio Ramos,LaLiga Santander,Real Madrid,Spain,CB,70K ,89,464,2300,2602,82,184,71,70,76,74,88,3,3,Rare
Manuel Neuer,Bundesliga,FC Bayern,Germany,GK,65K ,89,496,1145,1208,92,193,87,87,91,89,56,4,1,Rare
Karim Benzema,LaLiga Santander,Real Madrid,France,CF,63K ,89,443,2160,746,81,185,74,85,81,87,40,4,4,Rare
Casemiro,LaLiga Santander,Real Madrid,Brazil,CDM,76K ,89,464,2237,852,84,185,65,73,76,73,86,3,2,Rare
Thibaut Courtois,LaLiga Santander,Real Madrid,Belgium,GK,65K ,89,466,971,1182,96,199,84,89,74,88,46,3,1,Rare
Philipp Lahm,Icons,FUT 21 ICONS,Germany,CDM,1M ,89,485,2363,1150,66,170,82,70,88,85,90,3,3,Icon
Ferenc Puskás,Icons,FUT 21 ICONS,Hungary,CF,1.73M ,89,473,2295,1760,72,172,90,93,85,90,42,3,4,Icon
Bastian Schweinsteiger,Icons,FUT 21 ICONS,Germany,CM,285K ,89,493,2427,440,79,183,68,83,87,83,85,3,3,Icon
Ashley Cole,Icons,FUT 21 ICONS,England,LB,520K ,89,490,2353,439,66,176,89,67,83,83,88,2,3,Icon
Harry Kane,Premier League,Spurs,England,ST,86.5K ,89,458,2232,351,89,188,70,92,82,82,48,4,3,IF
Luis Suárez,LaLiga Santander,Atlético de Madrid,Uruguay,ST,85.5K ,89,475,2326,821,86,182,73,92,86,86,53,4,3,OTW
Sergio Ramos,LaLiga Santander,Real Madrid,Spain,CB,70K ,89,464,2300,150,82,184,71,70,76,74,88,3,3,CL
Casemiro,LaLiga Santander,Real Madrid,Brazil,CDM,76K ,89,464,2237,41,84,185,65,73,76,73,86,3,2,CL
Thibaut Courtois,LaLiga Santander,Real Madrid,Belgium,GK,65K ,89,466,971,77,96,199,84,89,74,88,46,3,1,CL
Karim Benzema,LaLiga Santander,Real Madrid,France,CF,63.5K ,89,443,2160,39,81,185,74,85,81,87,40,4,4,CL
Manuel Neuer,Bundesliga,FC Bayern,Germany,GK,66K ,89,496,1145,107,92,193,87,87,91,89,56,4,1,CL
Sergio Agüero,Premier League,Manchester City,Argentina,ST,62.5K ,89,439,2150,119,70,173,78,90,77,88,33,4,4,CL
Ederson,Premier League,Manchester City,Brazil,GK,111K ,89,507,1170,1323,86,188,87,84,94,89,65,3,1,IF
Joshua Kimmich,Bundesliga,FC Bayern,Germany,CDM,94K ,89,481,2332,1525,73,176,72,74,87,85,82,4,3,IF
Antoine Griezmann,LaLiga Santander,FC Barcelona,France,ST,208K ,89,481,2389,1258,73,176,83,87,88,90,59,3,4,UCL Live
Bruno Fernandes,Premier League,Manchester Utd,Portugal,CAM,525K ,89,492,2407,2304,69,179,79,87,90,88,71,4,4,SIF
Heung Min Son,Premier League,Spurs,Korea Republic,LM,752.2K ,89,468,2237,3365,78,183,90,88,84,89,45,5,4,PL POTM SBC
N'Golo Kanté,Premier League,Chelsea,France,CDM,437K ,89,476,2239,2184,70,168,78,68,78,82,87,3,2,IF
David Silva,LaLiga Santander,Real Sociedad,Spain,CAM,98K ,89,472,2316,2028,67,173,82,83,93,92,56,2,4,Record Breaker
Raheem Sterling,Premier League,Manchester City,England,LW,192K ,89,463,2169,904,69,170,94,83,81,91,46,3,4,TOTGS
David Beckham,Icons,FUT 21 ICONS,England,RM,390K ,89,491,2405,676,71,182,80,85,92,86,68,3,3,Icon
Toni Kroos,LaLiga Santander,Real Madrid,Germany,CM,102K ,89,456,2231,-341,76,183,55,83,92,83,72,5,3,IF
Raphaël Varane,LaLiga Santander,Real Madrid,France,CB,1.84M ,89,452,2081,-4509,81,191,85,52,70,70,90,3,2,UCL Live
Giorgio Chiellini,Serie A TIM,Piemonte Calcio,Italy,CDM,200K ,89,468,2232,2665,85,187,80,65,76,74,88,3,2,FUT Freeze
Luis Suárez,LaLiga Santander,Atlético de Madrid,Uruguay,ST,98.5K ,89,475,2326,205,86,182,73,92,86,86,53,4,3,SIF
Samir Handanovic,Serie A TIM,Inter,Slovenia,GK,99.5K ,89,485,964,236,92,193,89,87,75,90,54,3,1,IF
Roberto Firmino,Premier League,Liverpool,Brazil,CM,957.9K ,89,501,2421,-11343,76,181,78,80,87,86,86,4,5,FUT Freeze SBC
Wissam Ben Yedder,Ligue 1 Conforama,AS Monaco,France,ST,1.18M ,89,471,2310,-956,68,170,89,89,86,92,44,5,4,Headliners Upgrade
